CODCLIFOR;RAGIONESOCIALE;CODAGENTE1;AGENTE;DOCUMENTO;TIPODOCUMENTO;NUMRIFDOC;DATARIFDOC;ARTICOLO;DESCRIZIONE;IMBALLO;QUANTITA;UMGEST;PREZZOUNITLORDOEURO;SCONTIESTESI;IVA;PREZZOUNITNETTOEURO;DATACONSEGNA;TOTLORDORIGAEURO;TOTNETTORIGAEURO;ESERCIZIO;TIPODOC;NUMERODOC;BIS;DATADOC;ANNOTAZIONI;INCOTERM;DESCRIZIONEPAGAMENTO;DATASCADENZA;IMPORTOSCEURO;DESTINAZIONE;IDOBJECT;IDTESTA;IDRIGA;EXPORTCRM;IDTESTARP;IDRIGARP
C  1003;ZSCHIMMER & SCHWARZ GMBH & CO;;NULL;DCG/2016/703;DDT Campionatura Cliente;703;2016-06-23 00:00:00.000;20069#000XXX;AMPHOTENSID AB;NULL;.500;KG;.250000;;NON IMP.ART.41 DL 331/93;.250000;2016-06-20 00:00:00.000;.1300;.1300;2016;DCG;703;;2016-06-23 00:00:00.000;;DAP LAHNSTEIN;RIM.DIR.60 GG DF FM;NULL;NULL;;92656;423628;2;1;422578;1
C  2827;GALACTIC SA;;NULL;DCG/2016/705;DDT Campionatura Cliente;705;2016-06-23 00:00:00.000;20493#000XXX;ZETEMOL AL;NULL;1.000;KG;.250000;;NON IMP.ART.41 DL 331/93;.250000;2016-06-16 00:00:00.000;.2500;.2500;2016;DCG;705;;2016-06-23 00:00:00.000;;DAP ESCANAFFLES;RIM.DIR.60 GG DF;NULL;NULL;;92659;423631;2;1;422722;1
C  1026;ZSCHIMMER & SCHWARZ FRANCE;;NULL;DCG/2016/706;DDT Campionatura Cliente;706;2016-06-23 00:00:00.000;20296#000XXX;PROTELAN ESG;NULL;5.000;KG;.250000;;NON IMP.ART.41 DL 331/93;.250000;2016-06-08 00:00:00.000;1.2500;1.2500;2016;DCG;706;;2016-06-23 00:00:00.000;;DAP;RIM.DIR.120 GG DF FM;NULL;NULL;COMERCIAL QUIMICA MASSO 14, RUE GORGE DE LOUP -CP 213 LYON CEDEX 09 - FRANCE;92660;423632;2;1;421701;2
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;DCG/2016/709;DDT Campionatura Cliente;709;2016-06-23 00:00:00.000;20060#000XXX;AMPHOTENSID DMOX;NULL;10.000;KG;.000000;;NON IMP.ART.41 DL 331/93;.000000;2016-06-15 00:00:00.000;.0000;.0000;2016;DCG;709;;2016-06-23 00:00:00.000;;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;LABORATORIOS MINEA S.L.U. POLIGONO LALIN 2000 ,PARCELA P7 NAVES 3-4 LALIN-PONTEVEDRA- SPAGNA;92665;423637;2;1;422569;1
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;DCG/2016/709;DDT Campionatura Cliente;709;2016-06-23 00:00:00.000;20066#000XXX;AMPHOTENSID HPOX;NULL;10.000;KG;.000000;;NON IMP.ART.41 DL 331/93;.000000;2016-06-15 00:00:00.000;.0000;.0000;2016;DCG;709;;2016-06-23 00:00:00.000;;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;LABORATORIOS MINEA S.L.U. POLIGONO LALIN 2000 ,PARCELA P7 NAVES 3-4 LALIN-PONTEVEDRA- SPAGNA;92665;423637;3;1;422569;2
C  1026;ZSCHIMMER & SCHWARZ FRANCE;;NULL;DCG/2016/710;DDT Campionatura Cliente;710;2016-06-23 00:00:00.000;20285#000XXX;PROTELAN GC;NULL;1.000;KG;.250000;;NON IMP.ART.41 DL 331/93;.250000;2016-06-15 00:00:00.000;.2500;.2500;2016;DCG;710;;2016-06-23 00:00:00.000;;DAP;RIM.DIR.120 GG DF FM;NULL;NULL;SHISEIDO INTERNATIONAL France AVENUE CHARLES DE GAULLE ORMES-FRANCE;92666;423638;2;1;422575;1
C  1897;CAPEL COSMETICS SL;A    61;ZSCHIMMER & SCHWARZ SPAGNA S.A.;DCG/2016/711;DDT Campionatura Cliente;711;2016-06-23 00:00:00.000;20300#264XXX;SETACIN 103/SPEZIAL NP;NULL;1.000;KG;.000000;;NON IMP.ART.41 DL 331/93;.000000;2016-06-15 00:00:00.000;.0000;.0000;2016;DCG;711;;2016-06-23 00:00:00.000;;DAP BARCELLONA;RIM.DIR.90 GG DF;NULL;NULL;;92667;423639;2;1;422565;1
C  1026;ZSCHIMMER & SCHWARZ FRANCE;;NULL;DCG/2016/712;DDT Campionatura Cliente;712;2016-06-23 00:00:00.000;20275#000XXX;PROTELAN NMF;NULL;2.000;KG;.250000;;NON IMP.ART.41 DL 331/93;.250000;2016-06-10 00:00:00.000;.5000;.5000;2016;DCG;712;;2016-06-23 00:00:00.000;;DAP;RIM.DIR.120 GG DF FM;NULL;NULL;LABOSPHERE 5, RUE DE SETUBAL BEAUVAIS- FRANCIA;92668;423640;2;1;422000;1
C  1026;ZSCHIMMER & SCHWARZ FRANCE;;NULL;DCG/2016/713;DDT Campionatura Cliente;713;2016-06-23 00:00:00.000;20207#241XXX;PROTELAN LS/9011;NULL;1.000;KG;.250000;;NON IMP.ART.41 DL 331/93;.250000;2016-04-15 00:00:00.000;.2500;.2500;2016;DCG;713;;2016-06-23 00:00:00.000;;DAP;RIM.DIR.120 GG DF FM;NULL;NULL;DIPTA 505, RUE P. BERTHIER - CS 70482 AIX EN PROVENCE - CEDEX 3-FRANCIA;92669;423641;2;1;415883;1
C  2659;LLC "ELTON CORPORATION";;NULL;DCG/2016/714;DDT Campionatura Cliente;714;2016-06-23 00:00:00.000;20069#000XXX;AMPHOTENSID AB;NULL;1.000;KG;.250000;;NON IMP.ART.8 LETT.A-B-C;.250000;2016-06-10 00:00:00.000;.2500;.2500;2016;DCG;714;;2016-06-23 00:00:00.000;;EXW TRICERRO;50% ANTICIPATO - 50% RD 30 GG DF;NULL;NULL;;92670;423642;2;1;421950;1
C  1003;ZSCHIMMER & SCHWARZ GMBH & CO;;NULL;DCG/2016/715;DDT Campionatura Cliente;715;2016-06-23 00:00:00.000;20296#000XXX;PROTELAN ESG;NULL;1.000;KG;.250000;;NON IMP.ART.41 DL 331/93;.250000;2016-06-15 00:00:00.000;.2500;.2500;2016;DCG;715;;2016-06-23 00:00:00.000;;DAP LAHNSTEIN;RIM.DIR.60 GG DF FM;NULL;NULL;;92671;423643;2;1;421852;1
C  2404;COSMOCHEM SA;;NULL;DCG/2016/716;DDT Campionatura Cliente;716;2016-06-23 00:00:00.000;20249#000XXX;PROTELAN AGL 95/C;NULL;2.000;KG;.000000;;NON IMP.ART.41 DL 331/93;.000000;2016-06-09 00:00:00.000;.0000;.0000;2016;DCG;716;;2016-06-23 00:00:00.000;;DAP AVLONAS;RIM.DIR.60 GG DF FM;NULL;NULL;COSMOCHEM SA,THESI AGIOS NIKOLAS,AVLONAS,1901 49 KLM MATIONAL ROAD - MR STAVROPOULOS -TEL.+302295044293 ATHENS -LAMIA;92672;423644;2;1;421849;1
C  1026;ZSCHIMMER & SCHWARZ FRANCE;;NULL;DCG/2016/717;DDT Campionatura Cliente;717;2016-06-23 00:00:00.000;20520#062XXX;ZETESOL LME;NULL;5.000;KG;.250000;;NON IMP.ART.41 DL 331/93;.250000;2016-05-27 00:00:00.000;1.2500;1.2500;2016;DCG;717;;2016-06-23 00:00:00.000;;DAP;RIM.DIR.120 GG DF FM;NULL;NULL;L'OREAL RECHERCHE RUE ALBERT EINSTEIN- LABO DEMI-GRAND- BAT A2 AULNAY SOUS BOIS FRANCE;92673;423645;2;1;420595;1
C  2750;McBride Czech,a.s;;NULL;DCG/2016/718;DDT Campionatura Cliente;718;2016-06-23 00:00:00.000;32670;LUMOROL K 1000;DRUM;.500;KG;.500000;;NON IMP.ART.41 DL 331/93;.500000;2016-05-23 00:00:00.000;.2500;.2500;2016;DCG;718;;2016-06-23 00:00:00.000;;DAP BRNO-LESNA';RIM.DIR.60 GG DF;NULL;NULL;Mc Bride Czech, a.s. DUSIKOVA 7 BRNO-LESNA' -REPUBBLICA CECA;92674;423646;2;1;420110;1
C  1003;ZSCHIMMER & SCHWARZ GMBH & CO;;NULL;DCG/2016/719;DDT Campionatura Cliente;719;2016-06-23 00:00:00.000;20263#000XXX;PROTELAN AGL/95 PV;NULL;.250;KG;.250000;;NON IMP.ART.41 DL 331/93;.250000;2016-06-16 00:00:00.000;.0600;.0600;2016;DCG;719;;2016-06-23 00:00:00.000;;DAP LAHNSTEIN;RIM.DIR.60 GG DF FM;NULL;NULL;;92675;423647;2;1;421646;1
C  1003;ZSCHIMMER & SCHWARZ GMBH & CO;;NULL;DCG/2016/720;DDT Campionatura Cliente;720;2016-06-23 00:00:00.000;20275#000XXX;PROTELAN NMF;NULL;1.000;KG;.250000;;NON IMP.ART.41 DL 331/93;.250000;2016-06-06 00:00:00.000;.2500;.2500;2016;DCG;720;;2016-06-23 00:00:00.000;;DAP LAHNSTEIN;RIM.DIR.60 GG DF FM;NULL;NULL;;92676;423648;2;1;421498;1
C  1003;ZSCHIMMER & SCHWARZ GMBH & CO;;NULL;DCG/2016/720;DDT Campionatura Cliente;720;2016-06-23 00:00:00.000;20069#000XXX;AMPHOTENSID AB;NULL;1.000;KG;.250000;;NON IMP.ART.41 DL 331/93;.250000;2016-06-15 00:00:00.000;.2500;.2500;2016;DCG;720;;2016-06-23 00:00:00.000;;DAP LAHNSTEIN;RIM.DIR.60 GG DF FM;NULL;NULL;;92676;423648;7;1;421500;1
C  2345;McBRIDE IEPER HOUSEHOLD;;NULL;DCG/2016/721;DDT Campionatura Cliente;721;2016-06-23 00:00:00.000;20537#000XXX;ZETESOL AN 27 - SODIUM LAURYL ETHER SULPHATE 1EO;NULL;1.000;KG;.000000;;NON IMP.ART.41 DL 331/93;.000000;2016-05-31 00:00:00.000;.0000;.0000;2016;DCG;721;;2016-06-23 00:00:00.000;;DAP IEPER (BELGIO);RIM.DIR.120 GG DF FM;NULL;NULL;;92677;423649;2;1;420984;1
C  2345;McBRIDE IEPER HOUSEHOLD;;NULL;DCG/2016/721;DDT Campionatura Cliente;721;2016-06-23 00:00:00.000;20385#095XXX;SULFETAL LS A PH ALTO - SODIUM LAURYL SULPHATE;NULL;1.000;KG;.000000;;NON IMP.ART.41 DL 331/93;.000000;2016-05-31 00:00:00.000;.0000;.0000;2016;DCG;721;;2016-06-23 00:00:00.000;;DAP IEPER (BELGIO);RIM.DIR.120 GG DF FM;NULL;NULL;;92677;423649;3;1;420984;2
C  1701;ZSCHIMMER & SCHWARZ ESPANA S.A.;;NULL;DCG/2016/722;DDT Campionatura Cliente;722;2016-06-23 00:00:00.000;20051#000XXX;AMPHOTENSID B4/CONC-I;NULL;1.000;KG;.000000;;NON IMP.ART.41 DL 331/93;.000000;2016-06-01 00:00:00.000;.0000;.0000;2016;DCG;722;;2016-06-23 00:00:00.000;;DAP CASTELLON;RIM.DIR.120 GG DF;NULL;NULL;;92678;423650;2;1;421181;1
C  1026;ZSCHIMMER & SCHWARZ FRANCE;;NULL;DCG/2016/723;DDT Campionatura Cliente;723;2016-06-23 00:00:00.000;20207#241XXX;PROTELAN LS/9011;NULL;1.000;KG;.250000;;NON IMP.ART.41 DL 331/93;.250000;2016-04-26 00:00:00.000;.2500;.2500;2016;DCG;723;;2016-06-23 00:00:00.000;;DAP;RIM.DIR.120 GG DF FM;NULL;NULL;DIPTA 505, RUE P. BERTHIER - CS 70482 AIX EN PROVENCE - CEDEX 3-FRANCIA;92680;423652;2;1;416877;1
C  2855;ELIA FOUAD SABA TRADING EST;;NULL;DCG/2016/724;DDT Campionatura Cliente;724;2016-06-23 00:00:00.000;20021#000XXX;AMPHOTENSID B4/C;NULL;2.000;KG;.250000;;NON IMP.ART.8 LETT.A-B-C;.250000;2016-05-31 00:00:00.000;.5000;.5000;2016;DCG;724;;2016-06-23 00:00:00.000;;CIF AQABA PORT, JORDAN;30% ANTICIPATO - 70% A VISTA BL;NULL;NULL;;92681;423653;2;1;421010;1
C  2855;ELIA FOUAD SABA TRADING EST;;NULL;DCG/2016/724;DDT Campionatura Cliente;724;2016-06-23 00:00:00.000;20051#000XXX;AMPHOTENSID B4/CONC-I;NULL;2.000;KG;.250000;;NON IMP.ART.8 LETT.A-B-C;.250000;2016-05-31 00:00:00.000;.5000;.5000;2016;DCG;724;;2016-06-23 00:00:00.000;;CIF AQABA PORT, JORDAN;30% ANTICIPATO - 70% A VISTA BL;NULL;NULL;;92681;423653;3;1;421010;2
C  2855;ELIA FOUAD SABA TRADING EST;;NULL;DCG/2016/724;DDT Campionatura Cliente;724;2016-06-23 00:00:00.000;20182#000XXX;PEARLAGENT 2000/I;NULL;2.000;KG;.250000;;NON IMP.ART.8 LETT.A-B-C;.250000;2016-05-31 00:00:00.000;.5000;.5000;2016;DCG;724;;2016-06-23 00:00:00.000;;CIF AQABA PORT, JORDAN;30% ANTICIPATO - 70% A VISTA BL;NULL;NULL;;92681;423653;4;1;421010;3
C  1562;ZSCHIMMER & SCHWARZ INC.;;NULL;DCG/2016/725;DDT Campionatura Cliente;725;2016-06-23 00:00:00.000;43223;SULFETAL C 90/C;NULL;2.000;KG;.221400;;NON IMP.ART.8 LETT.A-B-C;.221435;2016-05-30 00:00:00.000;.4400;.4400;2016;DCG;725;;2016-06-23 00:00:00.000;;EXW TRICERRO;RIM.DIR.60 GG DF;NULL;NULL;;92682;423654;2;1;420848;1
C  2302;INTERALLIS CHEMICALS SA;;NULL;DCG/2016/726;DDT Campionatura Cliente;726;2016-06-23 00:00:00.000;43230;SULFETAL 4105;CISTERNA;.500;KG;.000000;;NON IMP.ART.41 DL 331/93;.000000;2016-05-30 00:00:00.000;.0000;.0000;2016;DCG;726;;2016-06-23 00:00:00.000;;EXW TRICERRO;RIM.DIR.60 GG DF;NULL;NULL;;92683;423655;2;1;420842;1
C  2302;INTERALLIS CHEMICALS SA;;NULL;DCG/2016/726;DDT Campionatura Cliente;726;2016-06-23 00:00:00.000;20069#000XXX;AMPHOTENSID AB;NULL;.500;KG;.000000;;NON IMP.ART.41 DL 331/93;.000000;2016-05-30 00:00:00.000;.0000;.0000;2016;DCG;726;;2016-06-23 00:00:00.000;;EXW TRICERRO;RIM.DIR.60 GG DF;NULL;NULL;;92683;423655;3;1;420842;2
C  2302;INTERALLIS CHEMICALS SA;;NULL;DCG/2016/726;DDT Campionatura Cliente;726;2016-06-23 00:00:00.000;20296#000XXX;PROTELAN ESG;NULL;.500;KG;.000000;;NON IMP.ART.41 DL 331/93;.000000;2016-05-30 00:00:00.000;.0000;.0000;2016;DCG;726;;2016-06-23 00:00:00.000;;EXW TRICERRO;RIM.DIR.60 GG DF;NULL;NULL;;92683;423655;4;1;420842;3
C  2302;INTERALLIS CHEMICALS SA;;NULL;DCG/2016/726;DDT Campionatura Cliente;726;2016-06-23 00:00:00.000;20222#000XXX;PROTELAN MST-35;NULL;.500;KG;.000000;;NON IMP.ART.41 DL 331/93;.000000;2016-05-30 00:00:00.000;.0000;.0000;2016;DCG;726;;2016-06-23 00:00:00.000;;EXW TRICERRO;RIM.DIR.60 GG DF;NULL;NULL;;92683;423655;5;1;420842;4
C  1040;Z & S HANDEL AG;;NULL;DCG/2016/727;DDT Campionatura Cliente;727;2016-06-23 00:00:00.000;20265#000XXX;PURTON CFD;NULL;.500;KG;.500000;;NON IMP.ART.8 LETT.A-B-C;.500000;2016-05-27 00:00:00.000;.2500;.2500;2016;DCG;727;;2016-06-23 00:00:00.000;;EXW TRICERRO;RIM.DIR.90 GG DF FM;NULL;NULL;JUST INTERNATIONAL AG DORF 62 CH-9428 WALZENHAUSEN;92685;423657;2;1;420745;1
C  2544;SORO INTERNACIONAL,S.A.;A    61;ZSCHIMMER & SCHWARZ SPAGNA S.A.;DCG/2016/728;DDT Campionatura Cliente;728;2016-06-23 00:00:00.000;20207#095XXX;PROTELAN LS 9011/SL;NULL;.500;KG;.000000;;NON IMP.ART.41 DL 331/93;.000000;2016-05-30 00:00:00.000;.0000;.0000;2016;DCG;728;;2016-06-23 00:00:00.000;;DAP ZARAGOZA;RIM.DIR.60 GG DF FM;NULL;NULL;;92686;423658;2;1;420833;1
C  2267;INDUKERN, S.A.;A    61;ZSCHIMMER & SCHWARZ SPAGNA S.A.;DCG/2016/729;DDT Campionatura Cliente;729;2016-06-23 00:00:00.000;20385#243XXX;SULFETAL LS - E;NULL;1.000;KG;.000000;;NON IMP.ART.41 DL 331/93;.000000;2016-05-27 00:00:00.000;.0000;.0000;2016;DCG;729;;2016-06-23 00:00:00.000;;FCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;INDUKERN,S.A.-PATERNA CL P.I.FUENTE DEL JARRO,AVDA CIUDAD DE BARCELONA 46 PATERNA (VALENCIA);92696;423663;2;1;420556;1
C  1026;ZSCHIMMER & SCHWARZ FRANCE;;NULL;DCG/2016/730;DDT Campionatura Cliente;730;2016-06-23 00:00:00.000;20021#000XXX;AMPHOTENSID B4/C;NULL;1.000;KG;.250000;;NON IMP.ART.41 DL 331/93;.250000;2016-05-26 00:00:00.000;.2500;.2500;2016;DCG;730;;2016-06-23 00:00:00.000;;DAP;RIM.DIR.120 GG DF FM;NULL;NULL;BIO-EX ZI LA PETITE OLIVIERE MONTROTTIER -FRANCIA;92697;423664;2;1;420406;1
C  2404;COSMOCHEM SA;;NULL;DCG/2016/731;DDT Campionatura Cliente;731;2016-06-23 00:00:00.000;20500#000XXX;ZETESOL ZN;NULL;1.000;KG;.000000;;NON IMP.ART.41 DL 331/93;.000000;2016-05-18 00:00:00.000;.0000;.0000;2016;DCG;731;;2016-06-23 00:00:00.000;;DAP AVLONAS;RIM.DIR.60 GG DF FM;NULL;NULL;COSMOCHEM SA,THESI AGIOS NIKOLAS,AVLONAS,1901 49 KLM MATIONAL ROAD - MR STAVROPOULOS -TEL.+302295044293 ATHENS -LAMIA;92698;423665;2;1;419572;2
C  2404;COSMOCHEM SA;;NULL;DCG/2016/731;DDT Campionatura Cliente;731;2016-06-23 00:00:00.000;20566#000XXX;ZETESOL 270/C;NULL;1.000;KG;.000000;;NON IMP.ART.41 DL 331/93;.000000;2016-05-18 00:00:00.000;.0000;.0000;2016;DCG;731;;2016-06-23 00:00:00.000;;DAP AVLONAS;RIM.DIR.60 GG DF FM;NULL;NULL;COSMOCHEM SA,THESI AGIOS NIKOLAS,AVLONAS,1901 49 KLM MATIONAL ROAD - MR STAVROPOULOS -TEL.+302295044293 ATHENS -LAMIA;92698;423665;6;1;419572;12
C  1026;ZSCHIMMER & SCHWARZ FRANCE;;NULL;DCG/2016/732;DDT Campionatura Cliente;732;2016-06-23 00:00:00.000;20053#000XXX;PROTELAN AGE;NULL;6.000;KG;.250000;;NON IMP.ART.41 DL 331/93;.250000;2016-05-27 00:00:00.000;1.5000;1.5000;2016;DCG;732;;2016-06-23 00:00:00.000;;DAP;RIM.DIR.120 GG DF FM;NULL;NULL;LABORATOIRE D'ARMOR PREQU'ILE DE PEN LAN PLEUBIAN-FRANCE;92699;423666;2;1;420741;1
C  1026;ZSCHIMMER & SCHWARZ FRANCE;;NULL;DCG/2016/735;DDT Campionatura Cliente;735;2016-06-23 00:00:00.000;20207#241XXX;PROTELAN LS/9011;NULL;1.000;KG;.250000;;NON IMP.ART.41 DL 331/93;.250000;2016-03-18 00:00:00.000;.2500;.2500;2016;DCG;735;;2016-06-23 00:00:00.000;;DAP;RIM.DIR.120 GG DF FM;NULL;NULL;DIPTA 505, RUE P. BERTHIER - CS 70482 AIX EN PROVENCE - CEDEX 3-FRANCIA;92706;423671;2;1;413045;1
C  1991;MAPHAR S.A.;;NULL;DCG/2016/736;DDT Campionatura Cliente;736;2016-06-23 00:00:00.000;20523#243XXX;ZETESOL MGS - HE;NULL;.500;KG;.250000;;NON IMP.ART.8 LETT.A-B-C;.250000;2016-05-20 00:00:00.000;.1300;.1300;2016;DCG;736;;2016-06-23 00:00:00.000;;EXW TRICERRO;RIM.DIR.60 GG DF;NULL;NULL;;92707;423672;2;1;419915;1
C  1003;ZSCHIMMER & SCHWARZ GMBH & CO;;NULL;DCG/2016/737;DDT Campionatura Cliente;737;2016-06-23 00:00:00.000;20247#000XXX;PROTELAN AGL/95;NULL;1.000;KG;.250000;;NON IMP.ART.41 DL 331/93;.250000;2016-05-10 00:00:00.000;.2500;.2500;2016;DCG;737;;2016-06-23 00:00:00.000;;DAP LAHNSTEIN;RIM.DIR.60 GG DF FM;NULL;NULL;;92708;423673;2;1;418481;1
C  1003;ZSCHIMMER & SCHWARZ GMBH & CO;;NULL;DCG/2016/737;DDT Campionatura Cliente;737;2016-06-23 00:00:00.000;20249#000XXX;PROTELAN AGL 95/C;NULL;1.000;KG;.250000;;NON IMP.ART.41 DL 331/93;.250000;2016-05-10 00:00:00.000;.2500;.2500;2016;DCG;737;;2016-06-23 00:00:00.000;;DAP LAHNSTEIN;RIM.DIR.60 GG DF FM;NULL;NULL;;92708;423673;6;1;418486;1
C  1562;ZSCHIMMER & SCHWARZ INC.;;NULL;DCG/2016/738;DDT Campionatura Cliente;738;2016-06-23 00:00:00.000;43218;SULFETAL C 90-AGHI;NULL;2.000;KG;.221400;;NON IMP.ART.8 LETT.A-B-C;.221435;2016-05-25 00:00:00.000;.4400;.4400;2016;DCG;738;;2016-06-23 00:00:00.000;;EXW TRICERRO;RIM.DIR.60 GG DF;NULL;NULL;;92709;423674;2;1;420317;1
C  2302;INTERALLIS CHEMICALS SA;;NULL;DCG/2016/739;DDT Campionatura Cliente;739;2016-06-24 00:00:00.000;20066#000XXX;AMPHOTENSID HPOX;NULL;1.000;KG;.000000;;NON IMP.ART.41 DL 331/93;.000000;2016-06-24 00:00:00.000;.0000;.0000;2016;DCG;739;;2016-06-24 00:00:00.000;;EXW TRICERRO;RIM.DIR.60 GG DF;NULL;NULL;;92977;423812;2;1;423742;1
C  1026;ZSCHIMMER & SCHWARZ FRANCE;;NULL;DCG/2016/740;DDT Campionatura Cliente;740;2016-06-24 00:00:00.000;20500#000XXX;ZETESOL ZN;NULL;2.000;KG;.250000;;NON IMP.ART.41 DL 331/93;.250000;2016-06-23 00:00:00.000;.5000;.5000;2016;DCG;740;;2016-06-24 00:00:00.000;;DAP;RIM.DIR.120 GG DF FM;NULL;NULL;GALDERMA R&D LES TEMPLIERS-2400 ROUTE DES COLLES BP 87 SOPHIA ANTIPOLIS-FRANCE;92978;423813;2;1;423520;1
C  1026;ZSCHIMMER & SCHWARZ FRANCE;;NULL;DCG/2016/741;DDT Campionatura Cliente;741;2016-06-24 00:00:00.000;20493#000XXX;ZETEMOL AL;NULL;.250;KG;.250000;;NON IMP.ART.41 DL 331/93;.250000;2016-05-24 00:00:00.000;.0600;.0600;2016;DCG;741;;2016-06-24 00:00:00.000;;DAP;RIM.DIR.120 GG DF FM;NULL;NULL;AVENIR CHIMIE  21 Bd Gaston Crémieux  MASEILLE- FRANCIA;92979;423814;2;1;420163;1
C  1026;ZSCHIMMER & SCHWARZ FRANCE;;NULL;DCG/2016/741;DDT Campionatura Cliente;741;2016-06-24 00:00:00.000;20053#000XXX;PROTELAN AGE;NULL;.250;KG;.250000;;NON IMP.ART.41 DL 331/93;.250000;2016-05-24 00:00:00.000;.0600;.0600;2016;DCG;741;;2016-06-24 00:00:00.000;;DAP;RIM.DIR.120 GG DF FM;NULL;NULL;AVENIR CHIMIE  21 Bd Gaston Crémieux  MASEILLE- FRANCIA;92979;423814;3;1;420163;2
C  1026;ZSCHIMMER & SCHWARZ FRANCE;;NULL;DCG/2016/742;DDT Campionatura Cliente;742;2016-06-24 00:00:00.000;20021#243XXX;AMPHOTENSID B4/C - E;NULL;2.000;KG;.250000;;NON IMP.ART.41 DL 331/93;.250000;2016-05-25 00:00:00.000;.5000;.5000;2016;DCG;742;;2016-06-24 00:00:00.000;;DAP;RIM.DIR.120 GG DF FM;NULL;NULL;LABORATOIRE B-COSMETICS 7 Impasse de Satolas GRENAY / FRANCE;92981;423816;2;1;420298;1
C  1367;INQUIBA  S.A.;A    31;SOFESKAL  S.L.;DCG/2016/743;DDT Campionatura Cliente;743;2016-06-24 00:00:00.000;20503#000XXX;ZETESOL AN/70;NULL;1.000;KG;.000000;;NON IMP.ART.41 DL 331/93;.000000;2016-05-24 00:00:00.000;.0000;.0000;2016;DCG;743;;2016-06-24 00:00:00.000;;DAP GUARENA BADAJOZ;RIM.DIR.90 GG DF;NULL;NULL;;92982;423817;2;1;420231;1
C  2267;INDUKERN, S.A.;A    61;ZSCHIMMER & SCHWARZ SPAGNA S.A.;DCG/2016/744;DDT Campionatura Cliente;744;2016-06-24 00:00:00.000;20066#000XXX;AMPHOTENSID HPOX;NULL;5.000;KG;.000000;;NON IMP.ART.41 DL 331/93;.000000;2016-05-23 00:00:00.000;.0000;.0000;2016;DCG;744;;2016-06-24 00:00:00.000;;FCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;INDUKERN,S.A.-PATERNA CL P.I.FUENTE DEL JARRO,AVDA CIUDAD DE BARCELONA 46 PATERNA (VALENCIA);92983;423818;2;1;420041;1
C  1051;SANO BRUNO'S ENTERPRISES LTD;A    69;ELTRA CHEMICALS LTD.;DCG/2016/745;DDT Campionatura Cliente;745;2016-06-24 00:00:00.000;20271#000XXX;PURTON SFD;NULL;2.000;KG;.500000;;NON IMP.ART.8 LETT.A-B-C;.500000;2016-05-24 00:00:00.000;1.0000;1.0000;2016;DCG;745;;2016-06-24 00:00:00.000;;CIF ASHDOD;90 GG DATA B/L;NULL;NULL;;92984;423819;2;1;420155;1
C  1051;SANO BRUNO'S ENTERPRISES LTD;A    69;ELTRA CHEMICALS LTD.;DCG/2016/745;DDT Campionatura Cliente;745;2016-06-24 00:00:00.000;20031#000XXX;ZETESOL LA/370;NULL;1.000;KG;.500000;;NON IMP.ART.8 LETT.A-B-C;.500000;2016-05-24 00:00:00.000;.5000;.5000;2016;DCG;745;;2016-06-24 00:00:00.000;;CIF ASHDOD;90 GG DATA B/L;NULL;NULL;;92984;423819;3;1;420155;2
C  1026;ZSCHIMMER & SCHWARZ FRANCE;;NULL;DCG/2016/746;DDT Campionatura Cliente;746;2016-06-24 00:00:00.000;20553#172XXX;ZETESOL 270/N PF;NULL;.200;KG;.250000;;NON IMP.ART.41 DL 331/93;.250000;2016-05-10 00:00:00.000;.0500;.0500;2016;DCG;746;;2016-06-24 00:00:00.000;;DAP;RIM.DIR.120 GG DF FM;NULL;NULL;Centre de Recherche et Développement Pierre Fabre 3 Avenue Hubert Curien BP 13562 TOULOUSE CEDEX- FRANCIA;92985;423820;2;1;418499;1
C  1367;INQUIBA  S.A.;A    31;SOFESKAL  S.L.;DCG/2016/747;DDT Campionatura Cliente;747;2016-06-24 00:00:00.000;20553#000XXX;ZETESOL 270/N;NULL;5.000;KG;.000000;;NON IMP.ART.41 DL 331/93;.000000;2016-05-19 00:00:00.000;.0000;.0000;2016;DCG;747;;2016-06-24 00:00:00.000;;DAP GUARENA BADAJOZ;RIM.DIR.90 GG DF;NULL;NULL;;92986;423821;2;1;419741;1
C  1367;INQUIBA  S.A.;A    31;SOFESKAL  S.L.;DCG/2016/747;DDT Campionatura Cliente;747;2016-06-24 00:00:00.000;20066#000XXX;AMPHOTENSID HPOX;NULL;1.000;KG;.000000;;NON IMP.ART.41 DL 331/93;.000000;2016-05-19 00:00:00.000;.0000;.0000;2016;DCG;747;;2016-06-24 00:00:00.000;;DAP GUARENA BADAJOZ;RIM.DIR.90 GG DF;NULL;NULL;;92986;423821;3;1;419741;2
